airport_depart,airport_arrive,airline,num_layovers
PHF,ATL,Air France,0
PIA,ATL,Air France,0
PIT,ATL,Air France,0
PNS,ATL,Air France,0
PVD,ATL,Air France,0
RDU,ATL,Air France,0
RIC,ATL,Air France,0
ROC,ATL,Air France,0
RSW,ATL,Air France,0
SAN,ATL,Air France,0
SAT,ATL,Air France,0
SAV,ATL,Air France,0
SBN,ATL,Air France,0
SDF,ATL,Air France,0
SEA,ATL,Air France,0
SEA,HNL,Air France,0
SFO,ATL,Air France,0
SFO,HNL,Air France,0
SGF,ATL,Air France,0
SHV,ATL,Air France,0
SLC,ATL,Air France,0
SMF,ATL,Air France,0
SNA,ATL,Air France,0
SRQ,ATL,Air France,0
STL,ATL,Air France,0
STT,ATL,Air France,0
TLH,ATL,Air France,0
TPA,ATL,Air France,0
TRI,ATL,Air France,0
TUL,ATL,Air France,0
TUS,ATL,Air France,0
VLD,ATL,Air France,0
VPS,ATL,Air France,0
ADK,ANC,Alaska Airlines,0
AKN,ANC,Alaska Airlines,0
ALW,SEA,Alaska Airlines,0
ANC,ADK,Alaska Airlines,0
ANC,AKN,Alaska Airlines,0
ANC,BRW,Alaska Airlines,0
ANC,CDB,Alaska Airlines,0
ANC,DLG,Alaska Airlines,0
ANC,HNL,Alaska Airlines,0
ANC,JNU,Alaska Airlines,0
ANC,LAS,Alaska Airlines,0
ANC,MCG,Alaska Airlines,0
ANC,OME,Alaska Airlines,0
ANC,ORD,Alaska Airlines,0
ANC,OTZ,Alaska Airlines,0
ANC,PDX,Alaska Airlines,0
ANC,SCC,Alaska Airlines,0
ANC,SDP,Alaska Airlines,0
ANC,SEA,Alaska Airlines,0
ANC,SNP,Alaska Airlines,0
ANC,STG,Alaska Airlines,0
ANI,MCG,Alaska Airlines,0
AUS,SEA,Alaska Airlines,0
BIL,PDX,Alaska Airlines,0
BIL,SEA,Alaska Airlines,0
BLI,HNL,Alaska Airlines,0
BLI,LAS,Alaska Airlines,0
BLI,PDX,Alaska Airlines,0
BLI,SEA,Alaska Airlines,0
BOI,LWS,Alaska Airlines,0
BOI,PDX,Alaska Airlines,0
BOI,SAN,Alaska Airlines,0
BOI,SEA,Alaska Airlines,0
BOI,SJC,Alaska Airlines,0
BOI,SMF,Alaska Airlines,0
BOS,ISP,Alaska Airlines,0
BOS,PBG,Alaska Airlines,0
BOS,PQI,Alaska Airlines,0
BRW,ANC,Alaska Airlines,0
BRW,FAI,Alaska Airlines,0
BRW,SCC,Alaska Airlines,0
BZN,SEA,Alaska Airlines,0
CDB,ANC,Alaska Airlines,0
CDV,YAK,Alaska Airlines,0
COS,SEA,Alaska Airlines,0
DCA,SEA,Alaska Airlines,0
DLG,ANC,Alaska Airlines,0
DTW,PDX,Alaska Airlines,0
DTW,SAN,Alaska Airlines,0
EAT,SEA,Alaska Airlines,0
EUG,SEA,Alaska Airlines,0
FAI,SEA,Alaska Airlines,0
FAT,PDX,Alaska Airlines,0
FAT,SAN,Alaska Airlines,0
FAT,SEA,Alaska Airlines,0
FCA,SEA,Alaska Airlines,0
FLL,SEA,Alaska Airlines,0
GEG,PDX,Alaska Airlines,0
GEG,SEA,Alaska Airlines,0
GTF,HLN,Alaska Airlines,0
GTF,SEA,Alaska Airlines,0
HLN,GTF,Alaska Airlines,0
HLN,SEA,Alaska Airlines,0
HNL,ANC,Alaska Airlines,0
HNL,BLI,Alaska Airlines,0
HNL,PDX,Alaska Airlines,0
HNL,SAN,Alaska Airlines,0
HNL,SEA,Alaska Airlines,0
IAH,SEA,Alaska Airlines,0
ISP,BOS,Alaska Airlines,0
JNU,ANC,Alaska Airlines,0
JNU,PSG,Alaska Airlines,0
JNU,SEA,Alaska Airlines,0
JNU,SIT,Alaska Airlines,0
JNU,YAK,Alaska Airlines,0
KOA,SEA,Alaska Airlines,0
KTN,SIT,Alaska Airlines,0
KTN,WRG,Alaska Airlines,0
LAS,ANC,Alaska Airlines,0
LAS,BLI,Alaska Airlines,0
LAS,PDX,Alaska Airlines,0
LAS,SEA,Alaska Airlines,0
LAX,MSY,Alaska Airlines,0
LIH,SAN,Alaska Airlines,0
LIH,SEA,Alaska Airlines,0
LWS,BOI,Alaska Airlines,0
LWS,PUW,Alaska Airlines,0
LWS,SEA,Alaska Airlines,0
MCG,ANC,Alaska Airlines,0
MCG,ANI,Alaska Airlines,0
MFR,PDX,Alaska Airlines,0
MFR,SEA,Alaska Airlines,0
MRY,SAN,Alaska Airlines,0
MSO,PDX,Alaska Airlines,0
MSO,SEA,Alaska Airlines,0
MSP,SAN,Alaska Airlines,0
MSY,LAX,Alaska Airlines,0
MSY,SLC,Alaska Airlines,0
OGG,PDX,Alaska Airlines,0
OGG,SAN,Alaska Airlines,0
OGG,SEA,Alaska Airlines,0
OMA,SEA,Alaska Airlines,0
OME,ANC,Alaska Airlines,0
ORD,ANC,Alaska Airlines,0
OTZ,ANC,Alaska Airlines,0
PBG,BOS,Alaska Airlines,0
PDX,ANC,Alaska Airlines,0
PDX,BIL,Alaska Airlines,0
PDX,BLI,Alaska Airlines,0
PDX,BOI,Alaska Airlines,0
PDX,DTW,Alaska Airlines,0
PDX,EUG,Alaska Airlines,0
PDX,FAT,Alaska Airlines,0
PDX,GEG,Alaska Airlines,0
PDX,HNL,Alaska Airlines,0
PDX,LAS,Alaska Airlines,0
PDX,MFR,Alaska Airlines,0
PDX,MSO,Alaska Airlines,0
PDX,OGG,Alaska Airlines,0
PDX,PSC,Alaska Airlines,0
PDX,PSP,Alaska Airlines,0
PDX,RDM,Alaska Airlines,0
PDX,RNO,Alaska Airlines,0
PDX,SBA,Alaska Airlines,0
PDX,SEA,Alaska Airlines,0
PDX,SLC,Alaska Airlines,0
PDX,SMF,Alaska Airlines,0
PDX,STS,Alaska Airlines,0
PDX,TUS,Alaska Airlines,0
PQI,BOS,Alaska Airlines,0
PSC,PDX,Alaska Airlines,0
PSC,SEA,Alaska Airlines,0
PSG,JNU,Alaska Airlines,0
PSG,WRG,Alaska Airlines,0
PSP,PDX,Alaska Airlines,0
PSP,SEA,Alaska Airlines,0
PSP,SMF,Alaska Airlines,0
PUW,LWS,Alaska Airlines,0
PUW,SEA,Alaska Airlines,0
RDM,PDX,Alaska Airlines,0
RDM,SEA,Alaska Airlines,0
RNO,PDX,Alaska Airlines,0
RNO,SEA,Alaska Airlines,0
RNO,SJC,Alaska Airlines,0
SAN,BOI,Alaska Airlines,0
SAN,DTW,Alaska Airlines,0
SAN,FAT,Alaska Airlines,0
SAN,HNL,Alaska Airlines,0
SAN,LIH,Alaska Airlines,0
SAN,MRY,Alaska Airlines,0
SAN,MSP,Alaska Airlines,0
SAN,OGG,Alaska Airlines,0
SAN,SLC,Alaska Airlines,0
SAT,SEA,Alaska Airlines,0
SBA,PDX,Alaska Airlines,0
SBA,SEA,Alaska Airlines,0
SCC,ANC,Alaska Airlines,0
SCC,BRW,Alaska Airlines,0
SDP,ANC,Alaska Airlines,0
SEA,ALW,Alaska Airlines,0
SEA,ANC,Alaska Airlines,0
SEA,AUS,Alaska Airlines,0
SEA,BIL,Alaska Airlines,0
SEA,BLI,Alaska Airlines,0
SEA,BOI,Alaska Airlines,0
SEA,BZN,Alaska Airlines,0
SEA,COS,Alaska Airlines,0
SEA,DCA,Alaska Airlines,0
SEA,EAT,Alaska Airlines,0
SEA,EUG,Alaska Airlines,0
SEA,FAI,Alaska Airlines,0
SEA,FAT,Alaska Airlines,0
SEA,FCA,Alaska Airlines,0
SEA,FLL,Alaska Airlines,0
SEA,GEG,Alaska Airlines,0
SEA,GTF,Alaska Airlines,0
SEA,IAH,Alaska Airlines,0
SEA,JNU,Alaska Airlines,0
SEA,KOA,Alaska Airlines,0
SEA,LAS,Alaska Airlines,0
SEA,LIH,Alaska Airlines,0
SEA,LWS,Alaska Airlines,0
SEA,MFR,Alaska Airlines,0
SEA,MSO,Alaska Airlines,0
SEA,MSP,Alaska Airlines,0
SEA,OGG,Alaska Airlines,0
SEA,OMA,Alaska Airlines,0
SEA,PDX,Alaska Airlines,0
SEA,PSC,Alaska Airlines,0
SEA,PSP,Alaska Airlines,0
SEA,PUW,Alaska Airlines,0
SEA,RDM,Alaska Airlines,0
SEA,RNO,Alaska Airlines,0
SEA,SAT,Alaska Airlines,0
SEA,SBA,Alaska Airlines,0
SEA,SLC,Alaska Airlines,0
SEA,STS,Alaska Airlines,0
SEA,TUS,Alaska Airlines,0
SEA,YKM,Alaska Airlines,0
SIT,JNU,Alaska Airlines,0
SIT,KTN,Alaska Airlines,0
SJC,BOI,Alaska Airlines,0
SJC,RNO,Alaska Airlines,0
SLC,CVG,Alaska Airlines,0
SLC,MSY,Alaska Airlines,0
SLC,PDX,Alaska Airlines,0
SLC,SAN,Alaska Airlines,0
SLC,SEA,Alaska Airlines,0
SMF,BOI,Alaska Airlines,0
SMF,PDX,Alaska Airlines,0
SMF,PSP,Alaska Airlines,0
SNP,ANC,Alaska Airlines,0
STG,ANC,Alaska Airlines,0
STS,PDX,Alaska Airlines,0
STS,SEA,Alaska Airlines,0
TUS,PDX,Alaska Airlines,0
TUS,SEA,Alaska Airlines,0
WRG,KTN,Alaska Airlines,0
WRG,PSG,Alaska Airlines,0
YAK,CDV,Alaska Airlines,0
YAK,JNU,Alaska Airlines,0
YKM,SEA,Alaska Airlines,0
ATL,HOU,Alitalia,0
HOU,ATL,Alitalia,0
ABQ,JFK,JetBlue Airways,0
AUS,BOS,JetBlue Airways,0
AUS,FLL,JetBlue Airways,0
AUS,LGB,JetBlue Airways,0
AUS,MCO,JetBlue Airways,0
AUS,SFO,JetBlue Airways,0
BDL,FLL,JetBlue Airways,0
BDL,MCO,JetBlue Airways,0
BDL,PBI,JetBlue Airways,0
BDL,TPA,JetBlue Airways,0
BOS,AUS,JetBlue Airways,0
BOS,BWI,JetBlue Airways,0
BOS,CHS,JetBlue Airways,0
BOS,DEN,JetBlue Airways,0
BOS,DTW,JetBlue Airways,0
BOS,EWR,JetBlue Airways,0
BOS,FLL,JetBlue Airways,0
BOS,HOU,JetBlue Airways,0
BOS,IAD,JetBlue Airways,0
BOS,JAX,JetBlue Airways,0
BOS,LAS,JetBlue Airways,0
BOS,LGB,JetBlue Airways,0
BOS,MCO,JetBlue Airways,0
BOS,MSY,JetBlue Airways,0
BOS,PBI,JetBlue Airways,0
BOS,RDU,JetBlue Airways,0
BOS,RSW,JetBlue Airways,0
BOS,SAV,JetBlue Airways,0
BOS,SFO,JetBlue Airways,0
BOS,SJC,JetBlue Airways,0
BOS,STT,JetBlue Airways,0
BOS,TPA,JetBlue Airways,0
BTV,JFK,JetBlue Airways,0
BUF,JFK,JetBlue Airways,0
BUF,MCO,JetBlue Airways,0
BUR,JFK,JetBlue Airways,0
BWI,BOS,JetBlue Airways,0
CHS,BOS,JetBlue Airways,0
CHS,JFK,JetBlue Airways,0
DEN,BOS,JetBlue Airways,0
DEN,JFK,JetBlue Airways,0
DTW,BOS,JetBlue Airways,0
EWR,BOS,JetBlue Airways,0
EWR,FLL,JetBlue Airways,0
EWR,MCO,JetBlue Airways,0
EWR,PBI,JetBlue Airways,0
EWR,RSW,JetBlue Airways,0
EWR,TPA,JetBlue Airways,0
FLL,AUS,JetBlue Airways,0
FLL,BDL,JetBlue Airways,0
FLL,BOS,JetBlue Airways,0
FLL,EWR,JetBlue Airways,0
FLL,HPN,JetBlue Airways,0
FLL,JFK,JetBlue Airways,0
FLL,LAX,JetBlue Airways,0
FLL,LGA,JetBlue Airways,0
FLL,ORH,JetBlue Airways,0
FLL,PVD,JetBlue Airways,0
FLL,RDU,JetBlue Airways,0
FLL,RIC,JetBlue Airways,0
FLL,SFO,JetBlue Airways,0
FLL,SWF,JetBlue Airways,0
HOU,BOS,JetBlue Airways,0
HOU,JFK,JetBlue Airways,0
HPN,FLL,JetBlue Airways,0
HPN,MCO,JetBlue Airways,0
HPN,PBI,JetBlue Airways,0
HPN,RSW,JetBlue Airways,0
HPN,TPA,JetBlue Airways,0
IAD,BOS,JetBlue Airways,0
IAD,JFK,JetBlue Airways,0
IAD,LGB,JetBlue Airways,0
JAX,BOS,JetBlue Airways,0
JAX,JFK,JetBlue Airways,0
JFK,ABQ,JetBlue Airways,0
JFK,BTV,JetBlue Airways,0
JFK,BUF,JetBlue Airways,0
JFK,BUR,JetBlue Airways,0
JFK,CHS,JetBlue Airways,0
JFK,DEN,JetBlue Airways,0
JFK,FLL,JetBlue Airways,0
JFK,HOU,JetBlue Airways,0
JFK,IAD,JetBlue Airways,0
JFK,JAX,JetBlue Airways,0
JFK,LGB,JetBlue Airways,0
JFK,OAK,JetBlue Airways,0
JFK,PBI,JetBlue Airways,0
JFK,PDX,JetBlue Airways,0
JFK,PWM,JetBlue Airways,0
JFK,ROC,JetBlue Airways,0
JFK,RSW,JetBlue Airways,0
JFK,SAV,JetBlue Airways,0
JFK,SJC,JetBlue Airways,0
JFK,SLC,JetBlue Airways,0
JFK,SMF,JetBlue Airways,0
JFK,SRQ,JetBlue Airways,0
JFK,SYR,JetBlue Airways,0
LAS,BOS,JetBlue Airways,0
LAS,LGB,JetBlue Airways,0
LAX,FLL,JetBlue Airways,0
LGA,FLL,JetBlue Airways,0
LGA,MCO,JetBlue Airways,0
LGA,RSW,JetBlue Airways,0
LGA,SRQ,JetBlue Airways,0
LGA,TPA,JetBlue Airways,0
LGB,AUS,JetBlue Airways,0
LGB,BOS,JetBlue Airways,0
LGB,IAD,JetBlue Airways,0
LGB,JFK,JetBlue Airways,0
LGB,LAS,JetBlue Airways,0
LGB,OAK,JetBlue Airways,0
LGB,SFO,JetBlue Airways,0
LGB,SLC,JetBlue Airways,0
LGB,SMF,JetBlue Airways,0
MCO,AUS,JetBlue Airways,0
MCO,BDL,JetBlue Airways,0
MCO,BOS,JetBlue Airways,0
MCO,BUF,JetBlue Airways,0
MCO,EWR,JetBlue Airways,0
MCO,HPN,JetBlue Airways,0
MCO,LGA,JetBlue Airways,0
MCO,ORH,JetBlue Airways,0
MCO,PVD,JetBlue Airways,0
MCO,RIC,JetBlue Airways,0
MCO,SWF,JetBlue Airways,0
MCO,SYR,JetBlue Airways,0
MSY,BOS,JetBlue Airways,0
OAK,JFK,JetBlue Airways,0
OAK,LGB,JetBlue Airways,0
ORH,FLL,JetBlue Airways,0
ORH,MCO,JetBlue Airways,0
PBI,BDL,JetBlue Airways,0
PBI,BOS,JetBlue Airways,0
PBI,EWR,JetBlue Airways,0
PBI,HPN,JetBlue Airways,0
PBI,JFK,JetBlue Airways,0
PDX,JFK,JetBlue Airways,0
PVD,FLL,JetBlue Airways,0
PVD,MCO,JetBlue Airways,0
PWM,JFK,JetBlue Airways,0
RDU,BOS,JetBlue Airways,0
RDU,FLL,JetBlue Airways,0
RIC,FLL,JetBlue Airways,0
RIC,MCO,JetBlue Airways,0
ROC,JFK,JetBlue Airways,0
RSW,BOS,JetBlue Airways,0
RSW,EWR,JetBlue Airways,0
RSW,HPN,JetBlue Airways,0
RSW,JFK,JetBlue Airways,0
RSW,LGA,JetBlue Airways,0
SAV,BOS,JetBlue Airways,0
SAV,JFK,JetBlue Airways,0
SFO,AUS,JetBlue Airways,0
SFO,BOS,JetBlue Airways,0
SFO,FLL,JetBlue Airways,0
SFO,LGB,JetBlue Airways,0
SJC,BOS,JetBlue Airways,0
SJC,JFK,JetBlue Airways,0
SLC,JFK,JetBlue Airways,0
SLC,LGB,JetBlue Airways,0
SMF,JFK,JetBlue Airways,0
SMF,LGB,JetBlue Airways,0
SRQ,JFK,JetBlue Airways,0
SRQ,LGA,JetBlue Airways,0
SWF,FLL,JetBlue Airways,0
SWF,MCO,JetBlue Airways,0
SYR,JFK,JetBlue Airways,0
SYR,MCO,JetBlue Airways,0
TPA,BDL,JetBlue Airways,0
TPA,BOS,JetBlue Airways,0
TPA,EWR,JetBlue Airways,0
TPA,HPN,JetBlue Airways,0
TPA,LGA,JetBlue Airways,0
IAH,SFO,Copa Airlines,0
ABE,DTW,Delta Air Lines,0
ABQ,MSP,Delta Air Lines,0
ABQ,SLC,Delta Air Lines,0
ABR,MSP,Delta Air Lines,0
ALB,DTW,Delta Air Lines,0
ALB,MSP,Delta Air Lines,0
ANC,MSP,Delta Air Lines,0
ANC,SLC,Delta Air Lines,0
APN,DTW,Delta Air Lines,0
APN,MSP,Delta Air Lines,0
ATL,FAR,Delta Air Lines,0
ATL,FSD,Delta Air Lines,0
ATL,HNL,Delta Air Lines,0
ATL,SJC,Delta Air Lines,0
ATL,STT,Delta Air Lines,0
ATW,DTW,Delta Air Lines,0
ATW,MSP,Delta Air Lines,0
AUS,DTW,Delta Air Lines,0
AUS,MEM,Delta Air Lines,0
AUS,MSP,Delta Air Lines,0
AUS,SLC,Delta Air Lines,0
AVL,DTW,Delta Air Lines,0
AVP,ATL,Delta Air Lines,0
AVP,DTW,Delta Air Lines,0
AZO,DTW,Delta Air Lines,0
AZO,MSP,Delta Air Lines,0
BDL,CVG,Delta Air Lines,0
BDL,DTW,Delta Air Lines,0
BDL,MSP,Delta Air Lines,0
BDL,RDU,Delta Air Lines,0
BGM,DTW,Delta Air Lines,0
BGR,DTW,Delta Air Lines,0
BGR,LGA,Delta Air Lines,0
BHM,DTW,Delta Air Lines,0
BHM,LGA,Delta Air Lines,0
BHM,MCO,Delta Air Lines,0
BHM,MSP,Delta Air Lines,0
BIL,MSP,Delta Air Lines,0
BIL,SLC,Delta Air Lines,0
BIS,MSP,Delta Air Lines,0
BJI,MSP,Delta Air Lines,0
BMI,DTW,Delta Air Lines,0
BMI,MSP,Delta Air Lines,0
BNA,CVG,Delta Air Lines,0
BNA,DTW,Delta Air Lines,0
BNA,MCO,Delta Air Lines,0
BNA,MSP,Delta Air Lines,0
BNA,SLC,Delta Air Lines,0
BOI,MSP,Delta Air Lines,0
BOI,SLC,Delta Air Lines,0
BOS,CMH,Delta Air Lines,0
BOS,CVG,Delta Air Lines,0
BOS,IND,Delta Air Lines,0
BOS,MSP,Delta Air Lines,0
BOS,MYR,Delta Air Lines,0
BOS,SLC,Delta Air Lines,0
BRD,INL,Delta Air Lines,0
BRD,MSP,Delta Air Lines,0
BTM,SLC,Delta Air Lines,0
BTV,ATL,Delta Air Lines,0
BTV,DTW,Delta Air Lines,0
BTV,LGA,Delta Air Lines,0
BUF,DTW,Delta Air Lines,0
BUF,LGA,Delta Air Lines,0
BUF,MSP,Delta Air Lines,0
BUR,SLC,Delta Air Lines,0
BWI,CVG,Delta Air Lines,0
BWI,DTW,Delta Air Lines,0
BWI,MSP,Delta Air Lines,0
BWI,RDU,Delta Air Lines,0
BWI,SLC,Delta Air Lines,0
BZN,MSP,Delta Air Lines,0
BZN,SLC,Delta Air Lines,0
CAE,DTW,Delta Air Lines,0
CAE,LGA,Delta Air Lines,0
CAK,DTW,Delta Air Lines,0
CDC,SLC,Delta Air Lines,0
CHA,DTW,Delta Air Lines,0
CHS,DTW,Delta Air Lines,0
CHS,LGA,Delta Air Lines,0
CID,DTW,Delta Air Lines,0
CID,MSP,Delta Air Lines,0
CIU,DTW,Delta Air Lines,0
CLE,DTW,Delta Air Lines,0
CLE,LGA,Delta Air Lines,0
CLE,MSP,Delta Air Lines,0
CMH,BOS,Delta Air Lines,0
CMH,DTW,Delta Air Lines,0
CMH,MCO,Delta Air Lines,0
CMH,MSP,Delta Air Lines,0
CMH,RDU,Delta Air Lines,0
CMH,RSW,Delta Air Lines,0
CMH,TPA,Delta Air Lines,0
CNY,SLC,Delta Air Lines,0
COD,SLC,Delta Air Lines,0
COS,ATL,Delta Air Lines,0
COS,SLC,Delta Air Lines,0
CPR,SLC,Delta Air Lines,0
CRW,DTW,Delta Air Lines,0
CVG,BDL,Delta Air Lines,0
CVG,BNA,Delta Air Lines,0
CVG,BOS,Delta Air Lines,0
CVG,BWI,Delta Air Lines,0
CVG,DEN,Delta Air Lines,0
CVG,DTW,Delta Air Lines,0
CVG,EWR,Delta Air Lines,0
CVG,FLL,Delta Air Lines,0
CVG,GRR,Delta Air Lines,0
CVG,IAH,Delta Air Lines,0
CVG,JAX,Delta Air Lines,0
CVG,LAS,Delta Air Lines,0
CVG,LAX,Delta Air Lines,0
CVG,LGA,Delta Air Lines,0
CVG,MCI,Delta Air Lines,0
CVG,MCO,Delta Air Lines,0
CVG,MEM,Delta Air Lines,0
CVG,MKE,Delta Air Lines,0
CVG,MSN,Delta Air Lines,0
CVG,MSP,Delta Air Lines,0
CVG,MSY,Delta Air Lines,0
CVG,PIT,Delta Air Lines,0
CVG,RDU,Delta Air Lines,0
CVG,RIC,Delta Air Lines,0
CVG,RSW,Delta Air Lines,0
CVG,SFO,Delta Air Lines,0
CVG,SLC,Delta Air Lines,0
CVG,STL,Delta Air Lines,0
CVG,TPA,Delta Air Lines,0
CVG,XNA,Delta Air Lines,0
CWA,DTW,Delta Air Lines,0
CWA,MSP,Delta Air Lines,0
DAY,DTW,Delta Air Lines,0
DAY,MSP,Delta Air Lines,0
DCA,LEX,Delta Air Lines,0
DCA,MSN,Delta Air Lines,0
DCA,SLC,Delta Air Lines,0
DEN,CVG,Delta Air Lines,0
DEN,DTW,Delta Air Lines,0
DEN,LGA,Delta Air Lines,0
DEN,MEM,Delta Air Lines,0
DEN,MSP,Delta Air Lines,0
DEN,SLC,Delta Air Lines,0
DIK,MSP,Delta Air Lines,0
DLH,MSP,Delta Air Lines,0
DSM,DTW,Delta Air Lines,0
DSM,LGA,Delta Air Lines,0
DSM,MSP,Delta Air Lines,0
DTW,ABE,Delta Air Lines,0
DTW,ALB,Delta Air Lines,0
DTW,APN,Delta Air Lines,0
DTW,ATW,Delta Air Lines,0
DTW,AUS,Delta Air Lines,0
DTW,AVL,Delta Air Lines,0
DTW,AVP,Delta Air Lines,0
DTW,AZO,Delta Air Lines,0
DTW,BDL,Delta Air Lines,0
DTW,BGM,Delta Air Lines,0
DTW,BGR,Delta Air Lines,0
DTW,BHM,Delta Air Lines,0
DTW,BMI,Delta Air Lines,0
DTW,BNA,Delta Air Lines,0
DTW,BTV,Delta Air Lines,0
DTW,BUF,Delta Air Lines,0
DTW,BWI,Delta Air Lines,0
DTW,CAE,Delta Air Lines,0
DTW,CAK,Delta Air Lines,0
DTW,CHA,Delta Air Lines,0
DTW,CHS,Delta Air Lines,0
DTW,CID,Delta Air Lines,0
DTW,CIU,Delta Air Lines,0
DTW,CLE,Delta Air Lines,0
DTW,CMH,Delta Air Lines,0
DTW,CRW,Delta Air Lines,0
DTW,CVG,Delta Air Lines,0
DTW,CWA,Delta Air Lines,0
DTW,DAY,Delta Air Lines,0
DTW,DEN,Delta Air Lines,0
DTW,DSM,Delta Air Lines,0
DTW,ELM,Delta Air Lines,0
DTW,ERI,Delta Air Lines,0
DTW,ESC,Delta Air Lines,0
DTW,EVV,Delta Air Lines,0
DTW,EWR,Delta Air Lines,0
DTW,FLL,Delta Air Lines,0
DTW,FWA,Delta Air Lines,0
DTW,GRB,Delta Air Lines,0
DTW,GRR,Delta Air Lines,0
DTW,GSO,Delta Air Lines,0
DTW,GSP,Delta Air Lines,0
DTW,HPN,Delta Air Lines,0
DTW,HSV,Delta Air Lines,0
DTW,IAD,Delta Air Lines,0
DTW,IAH,Delta Air Lines,0
DTW,IND,Delta Air Lines,0
DTW,ITH,Delta Air Lines,0
DTW,JAX,Delta Air Lines,0
DTW,JFK,Delta Air Lines,0
DTW,LAN,Delta Air Lines,0
DTW,LAS,Delta Air Lines,0
DTW,LAX,Delta Air Lines,0
DTW,LEX,Delta Air Lines,0
DTW,LIT,Delta Air Lines,0
DTW,MBS,Delta Air Lines,0
DTW,MCI,Delta Air Lines,0
DTW,MCO,Delta Air Lines,0
DTW,MDT,Delta Air Lines,0
DTW,MDW,Delta Air Lines,0
DTW,MEM,Delta Air Lines,0
DTW,MHT,Delta Air Lines,0
DTW,MKE,Delta Air Lines,0
DTW,MLI,Delta Air Lines,0
DTW,MQT,Delta Air Lines,0
DTW,MSN,Delta Air Lines,0
DTW,MSP,Delta Air Lines,0
DTW,MYR,Delta Air Lines,0
DTW,OKC,Delta Air Lines,0
DTW,OMA,Delta Air Lines,0
DTW,ORF,Delta Air Lines,0
DTW,PBI,Delta Air Lines,0
DTW,PIA,Delta Air Lines,0
DTW,PIT,Delta Air Lines,0
DTW,PLN,Delta Air Lines,0
DTW,PVD,Delta Air Lines,0
DTW,PWM,Delta Air Lines,0
DTW,RDU,Delta Air Lines,0
DTW,RIC,Delta Air Lines,0
DTW,ROA,Delta Air Lines,0
DTW,ROC,Delta Air Lines,0
DTW,RSW,Delta Air Lines,0
DTW,SAT,Delta Air Lines,0
DTW,SAV,Delta Air Lines,0
DTW,SBN,Delta Air Lines,0
DTW,SCE,Delta Air Lines,0
DTW,SDF,Delta Air Lines,0
DTW,SEA,Delta Air Lines,0
DTW,SFO,Delta Air Lines,0
DTW,SLC,Delta Air Lines,0
DTW,STL,Delta Air Lines,0
DTW,SWF,Delta Air Lines,0
DTW,SYR,Delta Air Lines,0
DTW,TPA,Delta Air Lines,0
DTW,TUL,Delta Air Lines,0
DTW,TVC,Delta Air Lines,0
DTW,TYS,Delta Air Lines,0
DTW,XNA,Delta Air Lines,0
EKO,SLC,Delta Air Lines,0
ELM,DTW,Delta Air Lines,0
ERI,DTW,Delta Air Lines,0
ESC,DTW,Delta Air Lines,0
EUG,SLC,Delta Air Lines,0
EVV,DTW,Delta Air Lines,0
EWR,CVG,Delta Air Lines,0
EWR,DTW,Delta Air Lines,0
EWR,MSP,Delta Air Lines,0
EWR,SLC,Delta Air Lines,0
EYW,LGA,Delta Air Lines,0
FAR,ATL,Delta Air Lines,0
FAR,MSP,Delta Air Lines,0
FAR,SLC,Delta Air Lines,0
FAT,SLC,Delta Air Lines,0
FCA,MSP,Delta Air Lines,0
FCA,SLC,Delta Air Lines,0
FLL,CVG,Delta Air Lines,0
FLL,DTW,Delta Air Lines,0
FLL,MSP,Delta Air Lines,0
FNT,MSP,Delta Air Lines,0
FSD,ATL,Delta Air Lines,0
FSD,MSP,Delta Air Lines,0
FWA,DTW,Delta Air Lines,0
FWA,MSP,Delta Air Lines,0
GCC,RKS,Delta Air Lines,0
GCC,SLC,Delta Air Lines,0
GEG,LAX,Delta Air Lines,0
GEG,MSP,Delta Air Lines,0
GEG,SLC,Delta Air Lines,0
GFK,MSP,Delta Air Lines,0
GJT,SLC,Delta Air Lines,0
GRB,DTW,Delta Air Lines,0
GRB,MSP,Delta Air Lines,0
GRR,CVG,Delta Air Lines,0
GRR,DTW,Delta Air Lines,0
GRR,LGA,Delta Air Lines,0
GRR,MCO,Delta Air Lines,0
GRR,MSP,Delta Air Lines,0
GSO,DTW,Delta Air Lines,0
GSP,DTW,Delta Air Lines,0
GSP,LGA,Delta Air Lines,0
GTF,MSP,Delta Air Lines,0
GTF,SLC,Delta Air Lines,0
HIB,MSP,Delta Air Lines,0
HLN,MSP,Delta Air Lines,0
HLN,SLC,Delta Air Lines,0
HNL,ATL,Delta Air Lines,0
HNL,SFO,Delta Air Lines,0
HNL,SLC,Delta Air Lines,0
HPN,DTW,Delta Air Lines,0
HSV,DTW,Delta Air Lines,0
IAD,DTW,Delta Air Lines,0
IAD,MSP,Delta Air Lines,0
IAH,CVG,Delta Air Lines,0
IAH,DTW,Delta Air Lines,0
IAH,LGA,Delta Air Lines,0
IAH,MEM,Delta Air Lines,0
IAH,MSP,Delta Air Lines,0
IAH,SLC,Delta Air Lines,0
ICT,MSP,Delta Air Lines,0
IDA,SLC,Delta Air Lines,0
IMT,MSP,Delta Air Lines,0
IMT,RHI,Delta Air Lines,0
IND,BOS,Delta Air Lines,0
IND,DTW,Delta Air Lines,0
IND,LGA,Delta Air Lines,0
IND,MCO,Delta Air Lines,0
IND,MEM,Delta Air Lines,0
