"Park_Code","Title","Duration","Short_Description","Image_URL","Record_Type"
"grsm","Hike to Rainbow Falls","","Hike 5.6 miles (9 km) roundtrip through varied forest to a popular waterfall named for the misty rainbow that often appears at its base. This trail is well-traveled and maintained, but the climb to the falls is relatively steep.","https://www.nps.gov/common/uploads/cropped_image/EE6E8F34-BA2D-688D-4C93630BFA6F36F6.jpg","Thing To Do"
"grsm","Hike to Steve Woody House","","Walk 2 miles (3.2 km) roundtrip through a hardwood forest on a wide, well-graded path following a mountain stream to reach the historic Steve Woody Place, which was once the center of a sprawling homestead with several outbuildings.","https://www.nps.gov/common/uploads/cropped_image/EBF7BB6D-EFB1-A063-36C2C54D63DD0F34.jpg","Thing To Do"
"grsm","Hike to the Little Greenbrier School and Walker Homesite","","Hike 3.4 miles (5.5 km) roundtrip from Metcalf Bottoms Picnic Area through hardwood forest to see remnants of stonework, the historic one-room Little Greenbrier School, and the preserved homesite of the Walker family. This trail includes sections of well-packed dirt path and wide gravel roadbed.","https://www.nps.gov/common/uploads/cropped_image/F917775F-BC3C-CFF0-0247189FEAE60B8B.jpg","Thing To Do"
"grsm","Walk Cable Mill Area Trails","","Visit the Cable Mill area for a glimpse into a traditional Appalachian farming community.","https://www.nps.gov/common/uploads/cropped_image/E22929F2-F390-8162-23F1E9FAC41F207E.jpg","Thing To Do"
"grsm","Walk Sugarlands Valley Nature Trail","","Wander through a cove hardwood forest with streamside views, rock walls, and historic stone chimneys on this half-mile (0.8 km) loop along a paved, flat trail. The trailhead is adjacent to a small parking area with several accessible spaces along Newfound Gap Rd (US 441) near Sugarlands Visitor Center.","https://www.nps.gov/common/uploads/cropped_image/ED05DF1A-D8D1-1F47-E1AB94B259B35832.jpg","Thing To Do"
"grsm","Walk to John Oliver Cabin","","Explore the scenery of Cades Cove and the historic John Oliver Cabin and homesite with a short path—0.3 miles (0.5 km) roundtrip—suitable for wheelchairs and strollers. The trail gives way to level, packed gravel once it reaches the complex of log structures.","https://www.nps.gov/common/uploads/cropped_image/EA49C4A6-BAE5-485F-5510463E0E015DAF.jpg","Thing To Do"
"grte","Behind the Lens: Photo Spots","1","Grand Teton is one of the most photographed national parks. From barns, mountains, wildlife, and rivers the enormity of places to capture that perfect photo exist throughout the park.","https://www.nps.gov/common/uploads/tours/7BA2E693-C807-478D-BA53354615850453.jpg","Tour"
"grte","Death Canyon - Static Peak Divide Junction","4-6 Hours","Travel into the Teton Range on this strenuous day or overnight hike to Death Canyon.","https://www.nps.gov/common/uploads/cropped_image/3208AA11-F5D9-FC05-1E98B6302FD15E5A.jpg","Thing To Do"
"grte","Fire in the Tetons","45","Fire has touched every part of the park. Explore the effects the of fire historically and today.","https://www.nps.gov/common/uploads/tours/E2D76756-C83F-CA50-5649A9226CD64380.jpg","Tour"
"grte","Granite Canyon","7-11 Hours","Hike through forests and meadows in Granite Canyon on this moderately strenuous to strenuous hike.","https://www.nps.gov/common/uploads/cropped_image/FFBA7BDC-0359-7C70-AE946BC387C3FEB9.jpg","Thing To Do"
"grte","Grassy Lake Road","1-4 Hours","Grassy Lake Road is a dirt road connecting Flagg Ranch to Ashton, Idaho.","https://www.nps.gov/common/uploads/cropped_image/5941C0D5-F33E-CB80-2496E0D18D771497.jpg","Thing To Do"
"grte","Menors Ferry, Step Back to a Different Time","30","Discover the story of Menors Ferry Historic District and learn how early settlers crossed the Snake River.","https://www.nps.gov/common/uploads/tours/7A3642B5-CA6E-9083-0941A2D148970BE3.jpg","Tour"
"grte","Moose-Wilson Road in Winter","","The Moose-Wilson Road is a corridor road connecting the towns of Moose and Wilson. In the winter the road is closed from the south at the Granite Trailhead and from the north at the Death Canyon Junction, providing 3 miles (4.8 km) of walking, skiing, and snowshoeing. As you ski or snowshoe on the road you will wind through forest and marsh habitats, covered in deep snow and ice. Be aware that not all is frozen underfoot, thin ice can be dangerous—use caution.","https://www.nps.gov/common/uploads/cropped_image/9A0EA6C4-FEA0-3B5C-F09B78FC6F2F690E.jpg","Thing To Do"
"grte","Taggart Lake","1-2 Hours","Get spectacular views of the Teton Range on this easy hike to Taggart Lake.","https://www.nps.gov/common/uploads/cropped_image/6433D2E0-BABE-9A14-93620C92A3AB28A7.jpg","Thing To Do"
"guco","Driving Tour- Battle of Guilford Courthouse","60","The 8 stop driving tour will take you from one end of the park to the other. Each stop will discuss important events and individuals related to the battle that was fought on these grounds.","https://www.nps.gov/common/uploads/tours/EB1560AA-B838-59F4-4C40E0746354ED50.jpg","Tour"
"guco","Hoskins Farm Audio Walking Tour","20","This short walking tour will guide you through the site of the Hoskins Farm. Joseph and Hannah Hoskins moved here during the American War of Independence. Fleeing Pennsylvania in the hopes of living far from the seat of war, they ironically ended up in the middle of the largest battle to be fought in the southern colonies. This tour will explain the role this farm played in the battle, as well as describe the day to day life of the Hoskins Family.","https://www.nps.gov/common/uploads/tours/13A9E7C2-9C8D-3533-E6294A8A93C17113.jpg","Tour"
"guco","Junior Naturalist Walking Tour","30","Over the course of 7 stops, you will walk through the heart of the park and learn about the landscape of Guilford Courthouse National Military Park. Explore the plants and animals of the park and learn about your role in the evolving environment. Participants earn the ""Junior Naturalist Badge"" by completing the associated activity map, available in the park's visitor center.","https://www.nps.gov/common/uploads/tours/8DAAE218-9BFC-E164-533328B1EEA1AB5A.jpg","Tour"
"guco","Monuments Tour","30","This non-linear tour will take you to see the 29 monuments and gravesites of Guilford Courthouse National Military Park. You will also learn about several monuments that have been removed, and about the history of the park and its evolution over time. The tour includes 14 stops that can be visited in any order. See the entire park or just visit the monuments you are most interested in. You can drive near most of the monuments but will need to park and leave your vehicle to reach each stop.","https://www.nps.gov/common/uploads/tours/E89F28D4-02F2-7C84-DB08AA8F4C86E9B1.jpg","Tour"
"guis","Advanced Redoubt Walking Tour","15","The United States Army Corps of Engineers designed and built Advanced Redoubt between 1845-1870. With the construction of this fort, the United States established complete control of Pensacola Bay and ensured the safety of the Pensacola Navy Yard. Walk around the structure to learn about how this fort would have operated.","https://www.nps.gov/common/uploads/tours/F7760E33-C4AE-5B72-9CA398800CCA8DA1.jpg","Tour"
"guis","CCC Spur Trail Tour","20","The CCC Spur Trail is a 0.2 mile long hiking trail that takes visitors through the woodlands surrounding the bayou, ending at an outlook point that faces the water. The trail is named for the Civilian Conservation Corps who were responsible for creating this recreation area in 1938. While on this trail visitors can view the remnants of the CCC settlement while experiencing the biodiversity of Mississippi forest habits.","https://www.nps.gov/common/uploads/tours/FF396536-EE66-2FD0-DC8FC7B1E897701B.jpg","Tour"
"guis","Davis Bayou Scenic Tour","30","Gulf Islands National Seashore in Mississippi is a great place to observe a variety of habitats, including many offshore. Davis Bayou is one of the unique areas in our park that allows visitors to experience the natural marsh and waterways without leaving land. Within Davis Bayou there are many overlooks that provide great views and picture opportunities. This guided tour takes you to some of the best spots in the park so you can enjoy these hidden gems.","https://www.nps.gov/common/uploads/tours/3EB57F3E-C663-3C78-A4E8AB3BC0047FCB.jpg","Tour"
"guis","Florida National Scenic Trail Tour","1","The Florida National Scenic Trail stretches about 1,400 miles from Gulf Islands National Seashore to Big Cypress National Preserve. The northernmost section of the trail, located within this park, begins at Fort Pickens and runs parallel to the coastline for 7 miles before exiting the park, then reentering in the Santa Rosa area for another 7 miles. The first few miles of trail provide opportunities to view wildlife, camp, and dip your toes in the ocean.","https://www.nps.gov/common/uploads/tours/57104F92-A1B0-44E0-6DBF2A470C2020B6.jpg","Tour"
"guis","Fort Barrancas Walking Tour","15","As a Third System fort, Fort Barrancas belonged to one of the most advanced systems of seacoast defenses in the world. Built between 1839–1844, the fort helped defend Pensacola Bay and the Pensacola Navy Yard from foreign attack. While seen as a symbol of peace, the fort was born from a great injustice. Today Fort Barrancas stands as a monument to human ingenuity and a memorial to the victims and survivors of enslavement. Begin your visit at the Fort Barrancas Visitor Center before your tour.","https://www.nps.gov/common/uploads/tours/F658784E-B35D-5F0D-B084D704BE47369B.jpg","Tour"
"guis","Fort Massachusetts WalkingTour","15","Walk through history at Fort Massachusetts, located on the remote Ship Island. Take a ferry or personal vessel to the island about 12 miles offshore and step back in time to the Civil War era.","https://www.nps.gov/common/uploads/tours/DA02F0C7-F4DB-4737-3FDB2B012F39DEB6.jpg","Tour"
"guis","Fort Pickens Area Driving Tour","30","Learn about historical structures, stop by the beach, and walk through a Civil War era fort on your drive through the Fort Pickens area.","https://www.nps.gov/common/uploads/tours/C21F52E4-DFF0-F452-01C0A69A00AB4945.jpg","Tour"
"guis","Fort Pickens Walking Tour","10","By 1825, legislation was passed to establish a navy yard and depot on the Pensacola Bay. Fortifications were needed to protect the new territory. Fort Pickens worked with Fort McRee on Perdido Key to guard the entrance to Pensacola Bay. Fort Barrancas and Advanced Redoubt guarded the Pensacola Navy Yard from land attacks. Fort Pickens joined the National Park Service's Gulf Islands National Seashore in 1971. Today the fort stands as a monument to military technology and as a memorial to past injustices","https://www.nps.gov/common/uploads/tours/4834738E-FF73-CAC6-6BB7C634434EDB00.jpg","Tour"
"gumo","Hiking Guadalupe Peak","6","""The Top of Texas"" - The hike to the summit of Guadalupe Peak is a very strenuous, 8.4-mile round trip hike with a 3,000-foot elevation gain. It will take most hikers from six to eight hours to complete. The peak provides fantastic views from the highest point in the state of Texas (8,751 feet / 2,667 meters). It also introduces hikers to several of the park’s ecosystems including the high desert and the high elevation forests. On a clear day you will be rewarded with a tremendous and windy view.","https://www.nps.gov/common/uploads/tours/B2A4B92D-08AA-203B-BD7F10350E80DE7B.jpg","Tour"
"gumo","Hiking McKittrick Canyon","4","McKittrick Canyon is the centerpiece of the park. From the trailhead to the Grotto is a gentle hike in the canyon bottom. It's a moderate 4.8 miles roundtrip to the Pratt Cabin; 7.0 miles roundtrip to the Grotto. The canyon is a day use area only. Enjoy a surprising variety of plants, animals and dramatic views along this canyon trail. Please stay on the trail and out of the fragile stream.","https://www.nps.gov/common/uploads/tours/344C8872-D6EB-5338-0D0F6C3B172071DA.jpg","Tour"
"gwca","A Contemplative Experience","30-60 Minutes","Take in George Washington Carver’s words of wisdom while stopping to read the quote stones along the short, quarter mile Contemplative Loop Trail. Discover a sense of peace as GW Carver guides you through the woods.  ","https://www.nps.gov/common/uploads/cropped_image/75E4DCCA-C26D-265B-36F25C0CF347323A.jpg","Thing To Do"
"gwmp","Blue Line - DC Metro","1-2 Days","From the National Mall and Memorial Parks to the Mount Vernon Trail, travel the Blue Line to see what the southern portion of Washington, DC has to offer. Each of the parks listed here are 1 mile or less from each metro stop (about a 20 minute walk) or a 10 minute bus ride away.","https://www.nps.gov/common/uploads/cropped_image/DB9C49E8-1DD8-B71B-0B495C1B62B3BC73.jpg","Thing To Do"
"gwmp","Hike between Scott's Run Nature Preserve and Theodore Roosevelt Island","4-7 Hours","The ten-mile Potomac Heritage Trail within George Washington Memorial Parkway is a popular path, connecting at some places to neighborhood trails, Turkey Run picnic area and Chain Bridge. Here, though, we suggest a longer hike connecting with another PHT segment in Scott's Run Nature Preserve, managed by the Fairfax County Park Authority. A combination natural surface path and road walk along Live Oak Lane connects the two.","https://www.nps.gov/common/uploads/cropped_image/4CD634C9-1DD8-B71B-0B79F8FD8A033F7E.jpg","Thing To Do"
"gwmp","Multi-Park Loop","","Park your car and stretch your legs! Visit four different National Parks in Washington, DC and begin logging miles on seven different National Historic or National Scenic trails!","https://www.nps.gov/common/uploads/cropped_image/EB3038DE-0A15-2EE3-12C74EDC37AC4A92.jpg","Thing To Do"
"gwmp","Silver Line - DC Metro","1-2 Days","Step off the Silver Line to take a walk on Theodore Roosevelt Island, or sight see from the steps of the Lincoln Memorial. Each of the parks listed here are 1 mile or less from each metro stop (about a 20 minute walk) or a 10 minute bus ride away.","https://www.nps.gov/common/uploads/cropped_image/4257BC23-1DD8-B71B-0B265988BA263FCF.jpg","Thing To Do"
"gwmp","Take a walk or bike ride on the Mount Vernon Trail","1-4 Hours","The Mount Vernon Trail winds alongside the Potomac River offering uninterrupted views of Washington, D.C.'s skyline. A run, walk, or cycle along the trail leads to all of the same sites that can be reached by car on the parallel section of the parkway.","https://www.nps.gov/common/uploads/cropped_image/9B8C6664-1DD8-B71B-0B3358FA0A2172BF.jpg","Thing To Do"
"hafe","Civil War Battlefields Driving Tour","30","Drive to four Civil War battlefields: Bolivar Heights, Schoolhouse Ridge North, Schoolhouse Ridge South, and Murphy-Chambers Farm. Explore the sites significant to the 1862 Battle of Harpers Ferry. Number of stops: 5 stops Estimated tour time Driving only: about 30 minutes Diving and hiking: about 2 hours","https://www.nps.gov/common/uploads/tours/08FA54F2-BB24-E3DA-F68812878FFEF1E5.jpg","Tour"
"hafe","Meriwether Lewis at Harpers Ferry","1","Meriwether Lewis relied on the U.S. Armory and Arsenal at Harpers Ferry for weapons and hardware for his transcontinental expedition. Lewis spent a total of 36 days at Harpers Ferry from March 16 to April 18, 1803, and again July 7-8, 1803, before departing for Pittsburgh and the Ohio River.","https://www.nps.gov/common/uploads/tours/0916E671-0396-9B61-C8AA65DD35287A4D.jpg","Tour"
"hagr","Hamilton Grange Outdoor Grounds Tour","15","Explore the original and current locations of Hamilton Grange National Memorial, as well as the landscaping of the Grange as it appears today.","https://www.nps.gov/common/uploads/tours/131F1D73-C22F-6AC0-C7447970B4D99B76.jpg","Tour"
"haha","Collect all the National Capital Parks - East Passport Stamps","5-10 Minutes","Start your stamp collection and celebrate every park you visit! Explore historic sites and scenic parks managed by National Capital Parks - East and collect a unique stamp at each one.","https://www.nps.gov/common/uploads/cropped_image/08672F5E-F2EA-FB1F-D554059B400A0EDD.jpg","Thing To Do"
"haha","Junior Ranger Programs at National Capital Parks - East","30-90 Minutes","Become a Junior Ranger at parks across National Capital Parks – East! Explore, complete a booklet, and earn badges and certificates along the way!","https://www.nps.gov/common/uploads/cropped_image/DC76130F-EB19-5594-520EFD2DE76D1D8E.jpg","Thing To Do"
"hale","Geology Road Tour","45","Have you ever driven up the side of an active volcano? While on your 30 minute drive up Crater Road, follow the stops along this tour to explore the extraordinary volcanism that built more than 75% of Maui. Drive safe and never let your phone distract you while operating a vehicle.","https://www.nps.gov/common/uploads/tours/14D719F7-D7FF-D0C4-D7124649EFD7F022.jpg","Tour"
"hale","Hosmer Grove Nature Walk","30","Enjoy a .6 mile hike through Hosmer Grove and explore how human curiosity shaped the land around you in a place unlike anywhere else in Haleakalā National Park. This trail experiences about 100ft elevation change, exposed roots, and potentially muddy and uneven ground.","https://www.nps.gov/common/uploads/tours/09F3FAB0-A2F1-DC4E-6B07DFD07A67FBE7.jpg","Tour"
"hale","Kūloa Point Guided Hike","30","Along this half mile walk explore why Kīpahulu is an important homeland for generations of Hawaiians; archeological sites, native plants, and a landscape that includes important resources such as fresh water. This is a gravel path with about 60 feet of elevation change.","https://www.nps.gov/common/uploads/tours/879BBC10-E719-685C-169CC71A1CA745A4.jpg","Tour"
"hamp","Families, Farming, and Freedom Tour","30-45 Minutes","A ranger led tour of the farm side of the park. *This program is currently not being offered due to ongoing restoration work of the farm structures.*","https://www.nps.gov/common/uploads/cropped_image/1E1046F1-0ED7-D31C-6A7CA2EA9310ECB0.jpg","Thing To Do"
"hamp","Farm Tour","30","The Hampton plantation was a fully operational site, and one of the largest in all of Maryland. Learn the stories of those forced to labor for the benefit of the rich upper class Ridgely family that owned the estate.","https://www.nps.gov/common/uploads/tours/FB890160-A909-0DED-753458FFEEC076E8.jpg","Tour"
"hamp","Mansion Side Tour","30","This audio tour takes guides visitors to various spots on the grounds that surround the Hampton Mansion. The tour covers 200 years of history and allows visitors to see picturesque locations.","https://www.nps.gov/common/uploads/tours/A49FA616-ACE2-A3F3-CDC92DBFA3B7FF1C.jpg","Tour"
"havo","A First Visit","1","If you have limited time to spend in the park, see these sites around the summit of Kīlauea first!","https://www.nps.gov/common/uploads/tours/2429B8D5-E549-E33D-E6376EB8A5A7638F.jpg","Tour"
"havo","Driving Tour of Chain of Craters Road","1","This exceptionally scenic drive traverses the flanks of Kīlauea down to the sea. On the way, it passes amazing geological and cultural sites including its namesake pit craters, dramatic cliffs, and petroglyphs. This tour is meant to be done in a vehicle, with options for three short hikes or walks along the way.","https://www.nps.gov/common/uploads/tours/2ACCCA40-C702-92C3-AADB60D3D3AE36C5.jpg","Tour"
"havo","Driving Tour of Crater Rim Drive","1","Crater Rim Drive traverses the eastern portion of the summit caldera of Kīlauea, passing by incredible geological phenomena, cultural sites, and breathtaking vistas of one of the world's most active volcanoes. This tour is meant to be done in a vehicle, with options for three short hikes.","https://www.nps.gov/common/uploads/tours/1A509A81-A14B-354B-8F84BE360E0B0305.jpg","Tour"
"havo","Hiking Tour of Kīpukapuaulu","1","This trail reveals a story of struggle and survival for some of rarest plants and animals of Hawaiʻi. Plant picking is prohibited in this Special Ecological Area (SEA). Dogs, horses, and bicycles are prohibited on this trail.","https://www.nps.gov/common/uploads/tours/41B53DE6-B068-8A27-68B20DAA0F076328.jpg","Tour"
"havo","Hiking Tour of Maunaulu","2","Venture through a landscape formed in a five-year eruption that re-created this land. This trail tells the story of one of the longest known rift zone eruptions of Kīlauea. The well-marked trail crosses massive lava fields, skirts gaping fissures, and takes you to spectacular features formed by rapidly cooling lava flows.","https://www.nps.gov/common/uploads/tours/D8711B90-99A5-AA5C-6CCD02DE0FD83549.jpg","Tour"
"havo","Hiking Tour of Puʻuloa Petroglyphs","2","Walk in the footsteps of the kūpuna (elders) to Puʻuloa (hill of long life). It is a sacred and awe-inspiring gallery of kiʻi pōhaku (images carved in stone). These simple etchings document the life and culture of the native Hawaiian people. The petroglyphs are very fragile. Stay on the boardwalk. Walking on the lava surface will fragment the delicate petroglyphs.","https://www.nps.gov/common/uploads/tours/7A4373BF-CF6A-F1D8-15DB97F2919D119A.jpg","Tour"
"heho","Explore the Memorial Landscape","60","Take a full tour of the historic site and learn about the community that made Herbert Hoover the man we know today.","https://www.nps.gov/common/uploads/tours/7EF8FE04-F63B-16C6-F2E6B6E4C2235E4A.jpg","Tour"
"heho","Historic Downtown West Branch","30","The West Branch Commercial Historic District illustrates the prosperous decades (1870-1916) when West Branch grew from a country town of wooden storefronts into a bustling center of rural commerce and decorative brick business blocks.","https://www.nps.gov/common/uploads/tours/801B6BB0-DA52-DCA8-59D90BCEB9FE7CF0.jpg","Tour"
"heho","Quick, Basic, & After Hours","30","A short walking tour acquaints you with the historic site's main features. This is good tour to take if you arrive after the visitor center, museum, and historic buildings close.","https://www.nps.gov/common/uploads/tours/BB9DCAAC-C2CD-425C-EA2599F859828FB9.jpg","Tour"
"hocu","Hopeton Earthworks Tour","1","On this 1.3 mile walking tour you will discover a masterpiece of monumental landscape architecture built by Native Americans as a sacred ceremonial center almost 2000 years ago. You will see remnants of earthen walls that once stood up to 12 feet tall, outlining huge geometric figures in the shape of circles, squares, and a parallel-walled avenue aligned to the winter solstice sunset. You will learn about Native peoples' connections to the plants, animals, and geology of the Scioto River valley.","https://www.nps.gov/common/uploads/tours/C065B22E-A422-ADCC-0FE8056C106987BC.jpg","Tour"
"hofr","Exhibit - First Things First: FDR, Disability, & Access","","In 1921, FDR became paralyzed at the age of 39. Before he could return to politics, he first had to figure out how to get around. Inaccessible places create barriers that effectively disable us from full and equal participation in society. FDR used wheelchairs, crutches, canes, leg braces, handrails, automobiles, ramps, and other objects to navigate the social and physical barriers people with disabilities face every day.","https://www.nps.gov/common/uploads/cropped_image/54F1CA0A-A946-2700-D6591CE809B46DE7.jpg","Thing To Do"
"hofr","Farm Lane Trail","1","Roosevelt Farm Lane is part of the historic road network that connected the Roosevelt Home, Val-Kill, Top Cottage, the Home Farm, and FDR’s tree plantations. The interior of the land was heavily planted with trees by FDR—Norway spruce, tulip-poplar, white pine and red pine to name a few. FDR planted over 21 acres of trees between 1912 and 1944.","https://www.nps.gov/common/uploads/tours/B10B0E47-CD31-710B-6D5F7139056C476B.jpg","Tour"
"hosp","Explore Hot Springs National Park","30","Walk along Bathhouse Row and then take a scenic drive to take in the sights and learn more about Hot Springs National Park.","https://www.nps.gov/common/uploads/tours/33302007-B4D2-1000-89AEC9D1D2C41D99.jpg","Tour"
"hosp","Hidden Hot Springs: A Walking Tour of the Park as Told Through the Springs","1","Dozens of springs cover the lower slopes of Hot Springs Mountain. However, most are hidden after two centuries of development and efforts to keep the water clean for consumption. This 1-mile loop along Bathhouse Row, to Happy Hollow Spring, and back along the Grand Promenade reveals the stories and images of some of the hottest, most famed springs from the 19th century. Along the way, you’ll learn about the hydrology and the cultural significance of the springs that help explain the park you see today.","https://www.nps.gov/common/uploads/tours/E376EDF9-AEC0-209B-3579AB29499E0C52.jpg","Tour"
"hove","Hovenweep in a Hurry","1","Most of our visitors only stay in the park for an hour or two. If you’re one of them, this tour is for you! Hovenweep in a Hurry is a guided hike to Hovenweep Castle via Tower Point, 1.5 miles roundtrip and all on the canyon rim. Bring water and wear walking shoes and sun protection. As you go, this tour will give you a brief overview of the ancestral Puebloan people who called this canyon home. At the end of the tour, simply retrace your steps back along the trail to the visitor center.","https://www.nps.gov/common/uploads/tours/5BD2DF90-CB84-53E4-C573F61D3FF64EF2.jpg","Tour"
"hove","Stargazing Events in Southeast Utah","1-3 Hours","Rangers occasionally lead stargazing programs and events at parks throughout southeast Utah. Learn about what to expect and check out a schedule of stargazing events at Arches and Canyonlands national parks and Hovenweep and Natural Bridges national monuments. Even when formal programs are not offered, people are welcome to enjoy the parks after dark on their own.","https://www.nps.gov/common/uploads/cropped_image/37D13C57-DFBC-141D-34B708E234D8116B.jpg","Thing To Do"
"hstr","Around the Corner from the Truman Home","45","Get to know more about Harry S Truman by following in his footsteps and learning about his neighborhood.","https://www.nps.gov/common/uploads/tours/6E358596-F53F-7B5C-2B4305E92948B686.jpg","Tour"
"hstr","Political Education of Harry S Truman","30","Welcome to The Political Education of Harry Truman self-guided tour. The Independence Town Square is where Harry Truman began his political career. This tour focuses on his early political life when he was developing his skills and making political associations.","https://www.nps.gov/common/uploads/tours/74FEDBCA-01B0-8BB2-086A160641A9522D.jpg","Tour"
"iafl","Badger Mountain","1","When Columbian Mammoths roamed our area, Badger Mountain experienced some of the largest freshwater floods known to have happened anywhere on the planet. Learn about the awesome power of the Ice Age Floods. Hike up the Canyon Trail to the summit of Badger Mountain and learn fun facts about the Ice Age Floods. This self-guided tour is a loop hike which begins and ends at Trailhead Park. The loop is 3.3 miles in length and has an elevation change of about 800 feet. Please be prepared and leave no trace.","https://www.nps.gov/common/uploads/tours/7A4E6B12-F84C-1EF5-8BA2C5FA084AED2D.jpg","Tour"
"inde","Find the Perfect Souvenir","5-20 Minutes","Browse the shelves in the America's National Park Stores in the East Wing and Old City Hall for that perfect gift - for yourself or others. Participating in the NPS passport program? You can add to your stamp collection here!","https://www.nps.gov/common/uploads/cropped_image/4591CAC8-FC5F-B9BD-C92F68572E8223C1.jpg","Thing To Do"
"inde","Founding of a Republic, 1776 - 1800","45","Visit key historical sites to discover the challenges our Founding Fathers faced in creating a new, republican, government.","https://www.nps.gov/common/uploads/tours/BF75B943-C045-840C-47AAAEA63D422B05.jpg","Tour"
"inde","In Franklin's Footsteps","45","Get to know the real Ben Franklin as you explore the streets and sites of his Philadelphia neighborhood.","https://www.nps.gov/common/uploads/tours/BE5B8F1E-F227-DAE4-DABDD311190D1FCC.jpg","Tour"
"inde","In Pursuit of Liberty","45","Find out how the words in the Declaration of Independence have inspired generations of activists and civil rights leaders.","https://www.nps.gov/common/uploads/tours/9A0CB592-EC8C-6F4F-863A555B6FB7A153.jpg","Tour"
"inde","Tour Independence Hall","20-35 Minutes","Take a ranger-led tour of the birthplace of the United States. Hear stories of conflict, compromise, and the complicated business of making a nation.","https://www.nps.gov/common/uploads/cropped_image/4399A2AB-93BD-9762-44CE76498ABA1FFB.jpg","Thing To Do"
"indu","1966 Hiking Challenge","1-5 Hours","The 1966 Hiking Challenge is comprised of 19 hikes that cover 66 miles of trail in the park, celebrating the park’s founding in 1966. We will offer 19 weekly ranger led hikes every Saturday at 8:00 am starting on May 11 and culminating at the Outdoor Adventure Festival on September 14.","https://www.nps.gov/common/uploads/cropped_image/087E2C41-F06E-0089-49DD6819F09274E6.jpg","Thing To Do"
"indu","A Drive through the Park","1","See the park from your car. This tour will take you from the Visitor Center on IN-49 through the eastern portion of the park. You'll see sights of both natural and cultural significance.","https://www.nps.gov/common/uploads/tours/2E2F6B9B-D8B7-4C9F-B0A5797E2CAC4D1B.jpg","Tour"
"indu","Century of Progress Homes Tour","10","A popular historic site at our national park are the Century of Progress Homes, built for the 1933 Chicago World Fair. There are five houses along this historical district, each demonstrating unique designs and technologies.","https://www.nps.gov/common/uploads/tours/5B733697-9799-CA0C-2191153F8A663043.jpg","Tour"
"jaga","Guided tours available of the Garfield home","45","May: Guided house tours begin after 12 pm. Visitor Center open daily 10 am - 5 pm. June - October: Guided house tours begin after 10 am. Visitor Center open daily 10 am - 5 pm. November - April: Fridays-Saturdays-Sundays: Guided house tours begin after 10 am. Visitor Center open daily 10 am - 5 pm. Closed Veterans Day, Thanksgiving, Christmas Day and New Year's Day. Groups of 6 or more require reservations. Call 440-255-8722. Schools and groups can arrange tours during the week. Call 440-255-8722.","https://www.nps.gov/common/uploads/tours/7153A215-F1E7-A75C-61A7C25A5AE56824.jpg","Tour"
"jeca","Jewel Cave National Monument's Audio Tour","60","Join Ranger Connor for a historic audio tour that will delve into the evolution of the log cabin, the rangers who inhabited the cabin, the historic entrance, the neighboring environment, and Jewel Cave’s connection with U.S. presidential history.","https://www.nps.gov/common/uploads/tours/E4F00705-FA30-727E-A592464E46A8B9E5.jpg","Tour"
"jeff","Become a Trails & Rails Guide","","Have fun riding the train and sharing St. Louis area history!","https://www.nps.gov/common/uploads/cropped_image/87CA101D-D07E-816A-34CAEF62E0EBE150.jpg","Thing To Do"
"jeff","Explore the Museum under the Gateway Arch","","The Museum at the Gateway Arch covers 200 years of history about the westward expansion of the United States with an emphasis on St. Louis’ important role during that era.","https://www.nps.gov/common/uploads/cropped_image/FBCFBFBA-9E31-E1E2-FE548CC5DF841833.jpg","Thing To Do"
"jeff","Report for Duty","30-90 Minutes","Designed for visitors 5-12 (but open to all!) the Junior Ranger program is designed to help young visitors learn more about the people, places and events related to St. Louis history and westward expansion in the 1800s.","https://www.nps.gov/common/uploads/cropped_image/6717FB1B-E632-2855-789BDA5E82642B7B.jpg","Thing To Do"
"jeff","Visit the Brick Mural","","The Tucker Theater mural at Gateway Arch National Park honors those who made the Arch possible. Created by artist Jay Tschetter, it features a 13-foot steel Arch model, construction scenes, and national landmarks. Made from 2,500 sculpted bricks, it was dedicated in 1998. The mural includes figures like Eero Saarinen, Luther Ely Smith, and others who played key roles in the Arch’s creation and legacy.","https://www.nps.gov/common/uploads/cropped_image/099FA65B-0813-07D2-5F1F8930C9F96C58.jpg","Thing To Do"
"jeff","Visit the Old Courthouse","","One of Gateway Arch National Park's visitor centers","https://www.nps.gov/common/uploads/cropped_image/9B2A39BA-F3F7-0475-9D68861DF699D34B.jpg","Thing To Do"
"jela","Become a Jean Lafitte B.A.R.K. Ranger","10-30 Minutes","Hey dog! Do you want to explore parts of Jean Lafitte National Historical Park and Preserve with your leash-holding companions? Interested in getting your very own B.A.R.K. Ranger dog tag? We made it easy for your human to help you get one. Just follow the B.A.R.K. Ranger code!","https://www.nps.gov/common/uploads/cropped_image/3DD3BEE3-AC33-3726-17CACBAF0F789A47.jpg","Thing To Do"
"joda","Cant Ranch Walking Tour","30","This is a story of rugged ranching life from the late 1800s through the 1900s. Seasonal ranch rhythms contrast against changing lives and times. Two families, the Officers and the Cants, made a life here. Follow the guide and step back into a world of hard work and challenges. Numbers on the map correspond to stops along your walk. Information in the guide will be found next to the corresponding number. Using this guide, it should take about 45 minutes to an hour to explore the Cant Ranch.","https://www.nps.gov/common/uploads/tours/20C4D3C3-0BFA-E516-C3A024C505078651.jpg","Tour"
